DateTime,Consumption,Production,Nuclear,Wind,Hydroelectric,Oil and Gas,Coal,Solar,Biomass
2020-11-06 04:00:00,5981,6128,1422,1314,1259,1216,852,0,63
2020-11-06 05:00:00,6166,6238,1422,1418,1258,1215,859,0,65
2020-11-06 06:00:00,6728,6487,1420,1306,1322,1490,881,0,66
2020-11-06 07:00:00,7416,6897,1423,1118,1835,1512,921,20,68
2020-11-06 08:00:00,7920,7354,1423,772,2322,1556,1105,106,69
2020-11-06 09:00:00,8066,7408,1405,728,2407,1499,1106,192,70
2020-11-06 10:00:00,7992,7261,1397,689,2260,1499,1102,245,68
2020-11-06 11:00:00,7788,7068,1400,596,2148,1461,1092,305,67
2020-11-06 12:00:00,7760,6925,1368,630,1950,1472,1098,337,68
2020-11-06 13:00:00,7705,6742,1390,646,1845,1389,1066,336,68
2020-11-06 14:00:00,7624,6618,1415,641,1887,1411,866,328,70
2020-11-06 15:00:00,7517,6459,1412,508,1898,1472,882,216,70
2020-11-06 16:00:00,7588,6434,1409,664,1912,1442,864,76,67
2020-11-06 17:00:00,7989,6710,1412,914,2073,1366,874,0,70
2020-11-06 18:00:00,8295,7202,1409,905,2456,1475,887,0,70
2020-11-06 19:00:00,8237,7362,1409,780,2643,1557,905,0,68
2020-11-06 20:00:00,8056,7343,1410,750,2560,1529,1026,0,68
2020-11-06 21:00:00,7692,7067,1417,642,2418,1550,970,0,67
2020-11-06 22:00:00,7105,6723,1421,599,2172,1525,937,1,66
2020-11-06 23:00:00,6562,6294,1421,628,1737,1521,921,0,66
2020-11-07 00:00:00,6270,5916,1421,704,1323,1496,909,0,64
2020-11-07 01:00:00,6017,6080,1422,848,1268,1480,999,0,63
2020-11-07 02:00:00,5806,6064,1426,1108,1077,1376,1011,0,65
2020-11-07 03:00:00,5793,5821,1419,1133,1053,1261,892,0,64
2020-11-07 04:00:00,5780,5762,1421,1126,1041,1232,876,0,66
2020-11-07 05:00:00,5907,5856,1420,1027,1110,1312,922,0,67
2020-11-07 06:00:00,6046,5782,1424,896,1280,1227,888,0,66
2020-11-07 07:00:00,6345,5861,1425,685,1318,1427,934,2,70
2020-11-07 08:00:00,6737,6162,1423,528,1470,1458,1103,107,70
2020-11-07 09:00:00,7007,6452,1420,409,1823,1383,1038,308,69
2020-11-07 10:00:00,6991,6590,1423,458,1871,1340,1011,414,71
2020-11-07 11:00:00,6934,6609,1423,519,1845,1334,983,437,69
2020-11-07 12:00:00,6917,6447,1423,494,1699,1356,951,453,69
2020-11-07 13:00:00,6867,6320,1423,392,1666,1408,916,442,72
2020-11-07 14:00:00,6647,6080,1421,289,1570,1401,975,351,72
2020-11-07 15:00:00,6797,6123,1418,260,1558,1460,1134,223,70
2020-11-07 16:00:00,6929,6019,1421,189,1669,1441,1164,64,70
2020-11-07 17:00:00,7571,6377,1423,147,2133,1443,1160,0,70
2020-11-07 18:00:00,7882,6801,1426,98,2561,1480,1167,0,69
2020-11-07 19:00:00,7882,6801,1426,98,2561,1480,1167,0,69
2020-11-07 20:00:00,7882,6801,1426,98,2561,1480,1167,0,69
2020-11-07 21:00:00,7231,6444,1423,60,2261,1512,1119,0,68
2020-11-07 22:00:00,6580,6088,1421,22,1962,1545,1072,0,67
2020-11-07 23:00:00,6283,5674,1422,18,1535,1524,1108,0,66
2020-11-08 00:00:00,5920,5545,1421,23,1417,1528,1090,0,64
2020-11-08 01:00:00,5708,5172,1420,29,1481,1091,1089,0,63
2020-11-08 02:00:00,5561,5118,1424,42,1430,1083,1074,0,64
2020-11-08 03:00:00,5477,5043,1422,90,1385,1017,1066,0,63
2020-11-08 04:00:00,5485,4869,1418,155,1349,990,892,0,64
2020-11-08 05:00:00,5552,4924,1424,191,1356,991,898,0,63
2020-11-08 06:00:00,5660,5082,1420,172,1372,1005,1041,0,63
2020-11-08 07:00:00,5824,5013,1422,189,1394,1008,924,13,63
2020-11-08 08:00:00,6097,5295,1423,232,1362,989,1077,149,62
2020-11-08 09:00:00,6097,5426,1423,225,1326,1004,1057,325,64
2020-11-08 10:00:00,6146,5650,1423,182,1424,1016,1093,444,65
2020-11-08 11:00:00,6082,5666,1421,175,1399,994,1093,519,64
2020-11-08 12:00:00,6107,5719,1423,166,1412,1008,1092,552,64
2020-11-08 13:00:00,6051,5593,1422,134,1390,986,1073,520,65
2020-11-08 14:00:00,5911,5323,1423,129,1297,970,1008,429,64
2020-11-08 15:00:00,5929,5170,1425,129,1342,974,999,234,64
2020-11-08 16:00:00,6182,5247,1425,167,1408,1019,1121,41,64
2020-11-08 17:00:00,6862,5533,1424,238,1579,1064,1159,1,66
2020-11-08 18:00:00,7109,6018,1420,244,2058,1077,1153,0,66
2020-11-08 19:00:00,7100,6082,1423,237,2149,1143,1063,0,65
2020-11-08 20:00:00,6981,6060,1420,213,2180,1127,1055,0,66
2020-11-08 21:00:00,6672,5871,1420,191,2067,1093,1033,0,66
2020-11-08 22:00:00,6258,5614,1421,155,1827,1111,1033,0,67
2020-11-08 23:00:00,5867,5208,1421,104,1521,1119,976,0,65
2020-11-09 00:00:00,5632,5074,1423,71,1401,1085,1031,0,62
2020-11-09 01:00:00,5459,4823,1419,69,1292,1083,907,0,52
2020-11-09 02:00:00,5381,4842,1421,110,1272,1083,902,0,53
2020-11-09 03:00:00,5426,4888,1420,74,1316,1105,919,0,53
2020-11-09 04:00:00,5479,4866,1421,53,1311,1110,918,0,53
2020-11-09 05:00:00,5732,4939,1420,58,1302,1201,902,0,55
2020-11-09 06:00:00,6334,5103,1422,88,1283,1240,1012,0,56
2020-11-09 07:00:00,7211,5950,1420,104,1753,1546,1060,7,58
2020-11-09 08:00:00,7923,6590,1419,110,2238,1572,1124,62,60
2020-11-09 09:00:00,8162,6796,1360,104,2448,1528,1151,146,59
2020-11-09 10:00:00,8166,6952,1364,94,2539,1532,1157,205,60
2020-11-09 11:00:00,8103,6981,1389,88,2494,1524,1173,242,69
2020-11-09 12:00:00,8046,6948,1385,88,2407,1491,1236,270,70
2020-11-09 13:00:00,8097,6982,1415,87,2374,1518,1252,265,70
2020-11-09 14:00:00,7917,6826,1357,122,2306,1500,1253,219,68
2020-11-09 15:00:00,7921,6780,1389,135,2265,1531,1260,129,70
2020-11-09 16:00:00,7971,6725,1363,132,2346,1503,1275,35,70
2020-11-09 17:00:00,8441,6969,1390,190,2555,1461,1303,0,68
2020-11-09 18:00:00,8512,7324,1406,235,2742,1525,1347,0,68
2020-11-09 19:00:00,8387,7436,1406,236,2804,1574,1345,0,70
2020-11-09 20:00:00,8138,7218,1410,246,2623,1533,1336,0,70
2020-11-09 21:00:00,7576,6945,1411,251,2426,1510,1277,0,69
2020-11-09 22:00:00,7064,6646,1411,246,2158,1533,1229,0,68
2020-11-09 23:00:00,6621,6237,1411,320,1676,1555,1209,0,66
2020-11-10 00:00:00,6221,5942,1413,377,1381,1539,1165,0,66
2020-11-10 01:00:00,6127,6027,1425,461,1354,1559,1160,0,66
2020-11-10 02:00:00,5973,6003,1423,567,1313,1491,1141,0,67
2020-11-10 03:00:00,5902,5814,1423,605,1265,1455,997,0,67
2020-11-10 04:00:00,5965,5846,1421,681,1258,1428,990,0,66
2020-11-10 05:00:00,6202,6085,1422,806,1253,1429,1109,0,66
2020-11-10 06:00:00,6642,6074,1424,928,1226,1344,1085,0,65
2020-11-10 07:00:00,7413,6775,1424,944,1828,1452,1056,0,69
2020-11-10 08:00:00,8074,7426,1423,969,2231,1533,1170,31,69
2020-11-10 09:00:00,8363,7616,1409,945,2374,1554,1191,72,69
2020-11-10 10:00:00,8373,7562,1409,821,2302,1604,1253,102,71
2020-11-10 11:00:00,8383,7468,1396,662,2409,1541,1277,112,70
2020-11-10 12:00:00,8256,7319,1391,587,2481,1453,1220,115,70
2020-11-10 13:00:00,8398,7357,1416,504,2509,1501,1239,118,70
2020-11-10 14:00:00,8174,7168,1419,476,2471,1434,1209,89,69
2020-11-10 15:00:00,8088,7085,1421,454,2366,1503,1224,46,71
2020-11-10 16:00:00,8146,7137,1421,437,2398,1551,1250,10,69
2020-11-10 17:00:00,8483,7265,1422,453,2534,1554,1231,0,70
2020-11-10 18:00:00,8530,7557,1425,453,2746,1610,1253,0,70
2020-11-10 19:00:00,8346,7488,1423,454,2703,1606,1231,0,70
2020-11-10 20:00:00,8048,7318,1423,376,2658,1570,1221,0,70
2020-11-10 21:00:00,7487,7000,1424,350,2430,1516,1211,0,68
2020-11-10 22:00:00,6965,6678,1423,341,2120,1515,1210,0,69
2020-11-10 23:00:00,6429,6107,1423,268,1579,1498,1271,0,68
2020-11-11 00:00:00,6274,6055,1423,322,1360,1587,1296,0,67
2020-11-11 01:00:00,6042,6003,1423,366,1321,1557,1267,0,69
2020-11-11 02:00:00,5963,5887,1425,383,1289,1498,1225,0,67
2020-11-11 03:00:00,5937,5759,1426,438,1278,1498,1052,0,68
2020-11-11 04:00:00,5969,5720,1423,463,1274,1485,1007,0,67
2020-11-11 05:00:00,6182,5788,1424,466,1290,1520,1020,0,69
2020-11-11 06:00:00,6612,5878,1424,498,1279,1452,1154,0,70
2020-11-11 07:00:00,7323,6462,1424,583,1768,1414,1202,0,72
2020-11-11 08:00:00,8018,6972,1424,609,2078,1541,1236,11,72
2020-11-11 09:00:00,8247,7120,1398,519,2199,1610,1274,48,72
2020-11-11 10:00:00,8369,7275,1387,396,2386,1645,1305,84,71
2020-11-11 11:00:00,8355,7241,1402,322,2415,1625,1301,103,71
2020-11-11 12:00:00,8247,7148,1400,278,2371,1601,1307,115,75
2020-11-11 13:00:00,8253,7071,1415,224,2366,1587,1299,106,72
2020-11-11 14:00:00,8129,6957,1384,174,2421,1544,1275,87,71
2020-11-11 15:00:00,7986,6750,1392,125,2403,1486,1220,52,71
2020-11-11 16:00:00,7975,6739,1416,125,2331,1531,1255,11,69
2020-11-11 17:00:00,8394,6886,1418,206,2346,1579,1261,3,72
2020-11-11 18:00:00,8553,7318,1417,268,2665,1642,1253,0,72
2020-11-11 19:00:00,8378,7197,1419,251,2662,1581,1212,0,71
2020-11-11 20:00:00,8156,7154,1417,244,2596,1588,1236,0,72
2020-11-11 21:00:00,7682,6855,1419,196,2365,1579,1225,0,71
2020-11-11 22:00:00,7143,6540,1420,159,2078,1575,1235,0,73
2020-11-11 23:00:00,6693,5949,1421,208,1439,1578,1226,0,74
2020-11-12 00:00:00,6347,5858,1424,273,1354,1531,1201,0,73
2020-11-12 01:00:00,6175,5864,1421,324,1320,1526,1198,0,74
2020-11-12 02:00:00,6036,5510,1424,413,1266,1279,1056,0,70
2020-11-12 03:00:00,5960,5489,1423,451,1261,1257,1026,0,70
2020-11-12 04:00:00,6035,5508,1424,477,1260,1254,1020,0,72
2020-11-12 05:00:00,6201,5787,1423,623,1175,1440,1051,0,75
2020-11-12 06:00:00,6679,5864,1425,806,1082,1384,1095,0,70
2020-11-12 07:00:00,7330,6161,1424,897,1411,1356,1003,1,68
2020-11-12 08:00:00,8050,6799,1425,809,1833,1574,1050,38,69
2020-11-12 09:00:00,8260,6999,1394,599,2094,1541,1214,90,66
2020-11-12 10:00:00,8317,7168,1381,474,2288,1569,1268,122,65
2020-11-12 11:00:00,8255,7146,1374,378,2274,1572,1290,190,67
2020-11-12 12:00:00,8241,7124,1352,246,2416,1548,1302,191,66
2020-11-12 13:00:00,8227,7050,1397,235,2400,1485,1263,202,66
2020-11-12 14:00:00,8049,6910,1324,272,2263,1521,1288,176,65
2020-11-12 15:00:00,8010,6778,1358,375,2100,1506,1268,104,66
2020-11-12 16:00:00,8046,6707,1360,415,2086,1515,1243,25,66
2020-11-12 17:00:00,8504,7092,1374,481,2219,1600,1351,0,66
2020-11-12 18:00:00,8541,7296,1410,524,2434,1615,1246,0,65
2020-11-12 19:00:00,8405,7191,1405,540,2382,1576,1222,0,64
2020-11-12 20:00:00,8146,7029,1408,541,2234,1563,1217,0,64
2020-11-12 21:00:00,7723,6576,1410,486,1980,1507,1128,0,64
2020-11-12 22:00:00,7144,6307,1414,473,1783,1516,1055,0,65
2020-11-12 23:00:00,6688,5972,1417,369,1466,1558,1096,0,64
2020-11-13 00:00:00,6262,5793,1416,333,1299,1468,1212,0,64
2020-11-13 01:00:00,6144,5801,1419,335,1298,1503,1182,0,63
2020-11-13 02:00:00,6040,5728,1424,264,1290,1530,1157,0,62
2020-11-13 03:00:00,5974,5560,1423,197,1282,1502,1093,0,63
2020-11-13 04:00:00,6008,5571,1425,168,1298,1528,1087,0,63
2020-11-13 05:00:00,6192,5660,1425,150,1304,1508,1209,0,63
2020-11-13 06:00:00,6692,5786,1424,161,1362,1531,1243,0,64
2020-11-13 07:00:00,7396,6262,1421,135,1830,1558,1249,1,67
2020-11-13 08:00:00,7996,6620,1427,111,2110,1614,1265,24,67
2020-11-13 09:00:00,8286,6893,1380,91,2358,1635,1289,69,68
2020-11-13 10:00:00,8251,6885,1349,70,2346,1640,1309,104,66
2020-11-13 11:00:00,8204,6903,1384,111,2261,1646,1299,132,67
2020-11-13 12:00:00,8209,6898,1351,155,2255,1643,1316,110,68
2020-11-13 13:00:00,8218,6910,1394,239,2185,1624,1305,94,69
2020-11-13 14:00:00,8064,6794,1384,197,2214,1600,1274,57,67
2020-11-13 15:00:00,7973,6801,1400,147,2270,1600,1291,25,69
2020-11-13 16:00:00,8047,6830,1414,82,2380,1589,1295,3,67
2020-11-13 17:00:00,8443,7015,1414,77,2540,1630,1284,0,68
2020-11-13 18:00:00,8409,7217,1418,124,2715,1636,1256,0,68
2020-11-13 19:00:00,8299,7237,1414,138,2717,1647,1252,0,68
2020-11-13 20:00:00,8078,7126,1413,140,2676,1632,1195,0,69
2020-11-13 21:00:00,7571,6716,1412,149,2319,1576,1192,0,67
2020-11-13 22:00:00,7039,6316,1414,178,1952,1507,1194,0,68
2020-11-13 23:00:00,6561,5760,1413,213,1485,1519,1072,0,67
2020-11-14 00:00:00,6259,5659,1416,226,1338,1534,1080,0,63
2020-11-14 01:00:00,6077,5657,1421,223,1285,1491,1175,0,62
2020-11-14 02:00:00,6013,5616,1420,257,1146,1551,1178,0,62
2020-11-14 03:00:00,5934,5469,1424,190,1150,1567,1075,0,62
2020-11-14 04:00:00,5999,5483,1421,119,1265,1550,1066,0,62
2020-11-14 05:00:00,6044,5431,1424,88,1297,1507,1051,0,63
2020-11-14 06:00:00,6329,5730,1423,88,1344,1594,1215,0,65
2020-11-14 07:00:00,6681,5815,1422,91,1443,1582,1203,5,68
2020-11-14 08:00:00,7126,6093,1425,83,1623,1593,1270,30,68
2020-11-14 09:00:00,7373,6488,1425,60,1920,1609,1338,69,68
2020-11-14 10:00:00,7462,6802,1420,46,2124,1675,1349,118,68
2020-11-14 11:00:00,7419,6855,1424,56,2216,1597,1329,164,69
2020-11-14 12:00:00,7382,6834,1425,64,2179,1586,1337,173,69
2020-11-14 13:00:00,7268,6784,1424,51,2160,1584,1328,165,69
2020-11-14 14:00:00,7125,6632,1423,54,2081,1563,1323,116,69
2020-11-14 15:00:00,7138,6474,1424,74,2041,1516,1296,53,69
2020-11-14 16:00:00,7453,6566,1424,63,2059,1613,1327,9,69
2020-11-14 17:00:00,8009,6954,1425,-1,2448,1672,1337,4,69
2020-11-14 18:00:00,7958,7031,1423,0,2578,1665,1298,0,66
2020-11-14 19:00:00,7893,7017,1424,1,2557,1682,1303,0,64
2020-11-14 20:00:00,7647,6805,1424,11,2327,1690,1289,0,63
2020-11-14 21:00:00,7188,6557,1422,10,2185,1584,1291,0,65
2020-11-14 22:00:00,6724,6256,1423,22,1976,1512,1259,0,64
2020-11-14 23:00:00,6293,5972,1421,34,1672,1528,1254,0,63
2020-11-15 00:00:00,6014,5599,1422,37,1279,1589,1210,0,61
2020-11-15 01:00:00,5751,5079,1421,27,1297,1093,1182,0,58
2020-11-15 02:00:00,5710,5025,1419,11,1303,1137,1095,0,59
2020-11-15 03:00:00,5634,4960,1421,-2,1288,1133,1062,0,58
2020-11-15 04:00:00,5624,4933,1424,-11,1300,1090,1070,0,59
2020-11-15 05:00:00,5776,4977,1421,-17,1320,1106,1087,0,58
2020-11-15 06:00:00,5836,4985,1423,-16,1307,1139,1072,0,59
2020-11-15 07:00:00,5985,5127,1424,-19,1316,1124,1209,12,60
2020-11-15 08:00:00,6257,5313,1424,-18,1356,1085,1298,107,60
2020-11-15 09:00:00,6319,5355,1418,-19,1311,1069,1295,219,60
2020-11-15 10:00:00,6319,5446,1419,-14,1283,1086,1310,301,60
2020-11-15 11:00:00,6286,5582,1420,12,1324,1105,1310,349,62
2020-11-15 12:00:00,6337,5755,1423,19,1333,1170,1322,423,63
2020-11-15 13:00:00,6276,5871,1425,25,1275,1360,1319,405,61
2020-11-15 14:00:00,6265,5940,1423,18,1252,1605,1285,294,61
2020-11-15 15:00:00,6330,5894,1421,11,1356,1603,1311,129,62
2020-11-15 16:00:00,6635,5920,1420,-11,1426,1603,1405,12,64
2020-11-15 17:00:00,7291,6452,1420,-18,1855,1665,1465,0,63
2020-11-15 18:00:00,7493,6533,1421,-11,1910,1682,1467,0,63
2020-11-15 19:00:00,7333,6442,1422,-2,1824,1673,1460,0,64
2020-11-15 20:00:00,7133,6290,1423,14,1699,1656,1433,0,65
2020-11-15 21:00:00,6874,6100,1424,17,1532,1638,1424,0,65
2020-11-15 22:00:00,6383,5795,1421,27,1342,1613,1326,0,65
2020-11-15 23:00:00,6150,5752,1421,33,1298,1629,1307,0,63
2020-11-16 00:00:00,5851,5614,1421,36,1285,1640,1168,0,63
2020-11-16 01:00:00,5754,5614,1419,44,1265,1642,1180,0,63
2020-11-16 02:00:00,5672,5632,1423,43,1268,1656,1178,0,64
2020-11-16 03:00:00,5632,5473,1419,46,1265,1499,1181,0,63
2020-11-16 04:00:00,5688,5308,1422,41,1240,1384,1153,0,63
2020-11-16 05:00:00,6048,5765,1421,48,1333,1708,1191,0,64
2020-11-16 06:00:00,6840,6003,1422,62,1397,1694,1362,0,65
2020-11-16 07:00:00,7492,6480,1421,88,1851,1684,1375,4,69
2020-11-16 08:00:00,8163,6730,1421,105,1986,1674,1409,67,68
2020-11-16 09:00:00,8534,7160,1418,75,2181,1732,1523,163,67
2020-11-16 10:00:00,8306,7072,1390,42,2064,1737,1529,239,69
2020-11-16 11:00:00,8205,7084,1404,28,2019,1692,1544,326,69
2020-11-16 12:00:00,8247,7202,1388,27,2085,1705,1573,352,69
2020-11-16 13:00:00,8170,7038,1387,20,2014,1684,1549,313,68
2020-11-16 14:00:00,8052,6966,1384,18,2036,1701,1534,221,69
2020-11-16 15:00:00,7976,6851,1387,38,2042,1700,1503,111,68
2020-11-16 16:00:00,8069,6988,1391,104,2110,1704,1589,22,66
2020-11-16 17:00:00,8593,7267,1422,223,2190,1727,1636,0,66
2020-11-16 18:00:00,8615,7555,1424,255,2396,1735,1678,0,66
2020-11-16 19:00:00,8562,7570,1419,264,2371,1732,1719,0,64
2020-11-16 20:00:00,8346,7462,1425,320,2364,1726,1562,0,65
2020-11-16 21:00:00,7840,7176,1422,321,2260,1605,1502,0,65
2020-11-16 22:00:00,7225,6530,1425,299,1653,1599,1489,0,65
2020-11-16 23:00:00,6894,6298,1422,278,1394,1692,1447,0,64
2020-11-17 00:00:00,6441,6143,1424,243,1387,1622,1406,0,61
2020-11-17 01:00:00,6214,5890,1422,260,1253,1594,1297,0,62
2020-11-17 02:00:00,6234,5904,1424,208,1263,1634,1310,0,63
2020-11-17 03:00:00,6071,5670,1422,138,1260,1636,1152,0,63
2020-11-17 04:00:00,6220,5685,1425,131,1270,1639,1154,0,64
2020-11-17 05:00:00,6426,5715,1422,161,1277,1640,1150,0,65
2020-11-17 06:00:00,6969,5922,1423,165,1291,1636,1340,0,65
2020-11-17 07:00:00,7575,6162,1420,154,1472,1675,1372,0,69
2020-11-17 08:00:00,8154,6595,1424,128,1807,1727,1417,21,69
2020-11-17 09:00:00,8528,7030,1304,66,2297,1725,1481,86,71
2020-11-17 10:00:00,8378,6901,1312,39,2248,1702,1409,121,70
2020-11-17 11:00:00,8374,6905,1356,27,2192,1700,1412,147,69
2020-11-17 12:00:00,8371,6909,1400,16,2136,1699,1416,173,68
2020-11-17 13:00:00,8410,6919,1353,16,2165,1709,1439,168,69
2020-11-17 14:00:00,8223,6810,1356,12,2093,1739,1414,128,69
2020-11-17 15:00:00,8148,6758,1394,35,2082,1726,1391,59,68
2020-11-17 16:00:00,8322,6925,1415,87,2170,1735,1447,1,69
2020-11-17 17:00:00,8675,7144,1417,150,2345,1744,1420,0,68
2020-11-17 18:00:00,8555,7141,1417,166,2406,1714,1373,0,64
2020-11-17 19:00:00,8452,7124,1423,148,2459,1684,1355,0,55
2020-11-17 20:00:00,8191,7012,1418,127,2368,1694,1346,0,58
2020-11-17 21:00:00,7631,6682,1421,149,2021,1700,1324,0,66
2020-11-17 22:00:00,7110,6456,1420,158,1807,1691,1312,0,66
2020-11-17 23:00:00,6813,6019,1423,125,1416,1655,1334,0,64
2020-11-18 00:00:00,6402,5945,1423,125,1308,1636,1389,0,63
2020-11-18 01:00:00,6239,5874,1421,138,1267,1671,1313,0,65
2020-11-18 02:00:00,6112,5652,1425,198,1235,1585,1145,0,63
2020-11-18 03:00:00,6024,5609,1421,250,1242,1593,1040,0,64
2020-11-18 04:00:00,6034,5555,1424,247,1258,1502,1060,0,64
2020-11-18 05:00:00,6194,5702,1423,290,1239,1575,1110,0,64
2020-11-18 06:00:00,6726,5934,1424,520,1194,1520,1209,0,65
2020-11-18 07:00:00,7347,6635,1421,690,1712,1542,1200,0,69
2020-11-18 08:00:00,8126,7127,1425,960,2052,1500,1106,12,69
2020-11-18 09:00:00,8382,7525,1407,1149,1998,1677,1180,43,70
2020-11-18 10:00:00,8484,7731,1307,1272,2114,1674,1211,83,69
2020-11-18 11:00:00,8354,7948,1372,1442,2093,1645,1220,106,69
2020-11-18 12:00:00,8371,7955,1376,1575,2001,1622,1191,118,69
2020-11-18 13:00:00,8351,8057,1399,1588,2014,1646,1227,113,68
2020-11-18 14:00:00,8176,8005,1409,1505,2021,1684,1205,112,68
2020-11-18 15:00:00,8064,7979,1415,1377,2139,1707,1205,63,70
2020-11-18 16:00:00,8163,8047,1416,1420,2266,1650,1211,11,70
2020-11-18 17:00:00,8557,8229,1423,1362,2454,1707,1211,0,70
2020-11-18 18:00:00,8621,8274,1425,1194,2653,1678,1252,0,70
2020-11-18 19:00:00,8517,8152,1421,1096,2615,1696,1255,0,68
2020-11-18 20:00:00,8190,7922,1422,905,2553,1716,1258,0,67
2020-11-18 21:00:00,7726,7780,1419,888,2382,1706,1318,0,67
2020-11-18 22:00:00,7276,7486,1423,979,2085,1647,1285,0,66
2020-11-18 23:00:00,6837,6827,1424,979,1535,1595,1226,0,66
2020-11-19 00:00:00,6398,6459,1425,963,1262,1565,1178,0,65
2020-11-19 01:00:00,6277,6287,1425,865,1215,1525,1191,0,65
2020-11-19 02:00:00,6128,5877,1424,874,1112,1397,1004,0,65
2020-11-19 03:00:00,6134,5784,1425,976,1034,1290,994,0,65
2020-11-19 04:00:00,6200,5710,1424,1009,871,1328,1014,0,64
2020-11-19 05:00:00,6395,5745,1426,869,956,1383,1047,0,65
2020-11-19 06:00:00,6825,6161,1425,787,1209,1507,1165,0,67
2020-11-19 07:00:00,7572,6688,1423,837,1676,1563,1121,0,67
2020-11-19 08:00:00,8369,7051,1424,833,1820,1674,1188,38,68
2020-11-19 09:00:00,8608,7367,1380,719,2091,1662,1351,95,67
2020-11-19 10:00:00,8491,7409,1364,594,2165,1684,1375,159,67
2020-11-19 11:00:00,8486,7382,1400,447,2225,1666,1368,210,67
2020-11-19 12:00:00,8348,7159,1380,326,2119,1677,1338,252,66
2020-11-19 13:00:00,8391,7058,1343,270,2095,1676,1366,240,67
2020-11-19 14:00:00,8189,6962,1367,296,2069,1631,1338,191,69
2020-11-19 15:00:00,8109,6606,1373,362,1767,1639,1301,96,68
2020-11-19 16:00:00,8142,6746,1382,412,1814,1622,1430,14,68
2020-11-19 17:00:00,8630,7050,1391,457,1977,1718,1438,1,66
2020-11-19 18:00:00,8703,7449,1409,450,2351,1720,1452,0,64
2020-11-19 19:00:00,8530,7263,1409,346,2270,1724,1449,0,63
2020-11-19 20:00:00,8249,7087,1408,271,2210,1682,1449,0,66
2020-11-19 21:00:00,7775,6795,1418,246,2002,1617,1445,0,67
2020-11-19 22:00:00,7190,6477,1417,275,1697,1618,1403,0,67
2020-11-19 23:00:00,6726,6166,1420,266,1461,1611,1343,0,65
2020-11-20 00:00:00,6437,6066,1425,259,1324,1663,1330,0,63
2020-11-20 01:00:00,6231,5912,1422,254,1217,1610,1344,0,64
2020-11-20 02:00:00,6146,5876,1424,252,1214,1613,1314,0,62
2020-11-20 03:00:00,6047,5560,1420,244,1194,1574,1062,0,65
2020-11-20 04:00:00,6126,5633,1422,201,1224,1615,1107,0,64
2020-11-20 05:00:00,6428,5892,1423,145,1277,1678,1304,0,65
2020-11-20 06:00:00,6842,5818,1419,143,1275,1583,1331,0,66
2020-11-20 07:00:00,7598,6148,1422,142,1555,1608,1354,1,66
2020-11-20 08:00:00,8154,6678,1422,210,1915,1677,1355,30,68
2020-11-20 09:00:00,8533,7093,1403,300,2194,1674,1356,97,68
2020-11-20 10:00:00,8384,7099,1397,373,2102,1657,1349,152,68
2020-11-20 11:00:00,8383,7115,1401,297,2099,1674,1396,178,68
2020-11-20 12:00:00,8401,7226,1388,218,2255,1700,1428,168,67
2020-11-20 13:00:00,8361,7179,1389,225,2206,1668,1494,127,69
2020-11-20 14:00:00,8216,7111,1390,156,2266,1689,1456,87,66
2020-11-20 15:00:00,8182,7048,1394,121,2255,1723,1447,35,68
2020-11-20 16:00:00,8315,7189,1409,125,2355,1770,1454,5,69
2020-11-20 17:00:00,8715,7562,1410,173,2648,1800,1461,0,69
2020-11-20 18:00:00,8675,7578,1410,143,2716,1799,1441,0,69
2020-11-20 19:00:00,8556,7502,1410,114,2656,1802,1452,0,69
2020-11-20 20:00:00,8287,7347,1409,167,2485,1779,1437,0,69
2020-11-20 21:00:00,7727,7120,1413,213,2356,1666,1403,0,69
2020-11-20 22:00:00,7157,6950,1414,313,2139,1663,1352,0,68
2020-11-20 23:00:00,6731,6674,1417,400,1700,1683,1407,0,65
2020-11-21 00:00:00,6346,6494,1418,542,1533,1631,1307,0,62
2020-11-21 01:00:00,6150,6409,1420,889,1218,1623,1196,0,61
2020-11-21 02:00:00,6031,6238,1424,1272,918,1485,1075,0,63
2020-11-21 03:00:00,6018,6421,1421,1650,882,1335,1068,0,62
2020-11-21 04:00:00,6075,6404,1425,1834,706,1322,1054,0,63
2020-11-21 05:00:00,6134,6544,1423,1901,737,1345,1073,0,65
2020-11-21 06:00:00,6378,6788,1421,1841,858,1470,1134,0,65
2020-11-21 07:00:00,6693,6909,1423,1897,1061,1362,1097,0,67
2020-11-21 08:00:00,7173,7164,1423,1908,1190,1433,1131,10,67
2020-11-21 09:00:00,7354,7364,1422,1933,1227,1521,1148,45,67
2020-11-21 10:00:00,7530,7604,1425,2038,1313,1540,1126,96,67
2020-11-21 11:00:00,7521,7637,1424,2092,1361,1457,1106,128,67
2020-11-21 12:00:00,7532,7767,1421,2102,1400,1484,1133,158,67
2020-11-21 13:00:00,7493,7645,1424,1978,1307,1554,1163,149,68
2020-11-21 14:00:00,7254,7426,1421,1877,1271,1530,1132,127,67
2020-11-21 15:00:00,7226,7170,1420,1479,1320,1602,1222,57,68
2020-11-21 16:00:00,7426,7347,1423,1087,1625,1676,1463,5,67
2020-11-21 17:00:00,7927,7560,1422,1098,1891,1641,1440,0,67
2020-11-21 18:00:00,7937,7501,1421,1142,1892,1596,1383,0,67
2020-11-21 19:00:00,7867,7470,1419,1034,1865,1675,1410,0,66
